https://www.allmovie.com/movie/pans-labyrinth-v326961, Pan's Labyrinth, Drama Fantasy, Fairy Tales & Legends Period Film War Drama, Dec 29 2006, 119, Mexico Spain, R, 10,  Adult Situations Gore Graphic Violence Not For Children Profanity War Violence, Guillermo del Toro, Esperanto Filmoj Estudios Picasso OMM Picturehouse Telecinco Tequila Gang, Pan-Europeenne Picturehouse Warner Bros. Pictures International, A World of Its Own, Chosen One | Fantasy Life | Mythical Creatures | Mothers and Daughters | Servants and Employers, fairytale fantasy guerrilla labyrinth princess reality revolution, High Artistic Quality, Mexican filmmaker Guillermo del Toro returns to the phantasmagorical cinema that defined such early fare as Cronos and The Devil's Backbone with this haunting fantasy-drama set in the aftermath of the Spanish Civil War and detailing the strange journeys of an imaginative young girl who may be the mythical princess of an underground kingdom. Her mother Carmen (Ariadna Gil) recently remarried to sadistic army captain Vidal (Sergi López) and soon to bear the cruel military man's child shy young Ofelia (Ivana Baquero) is forced to entertain herself as her recently-formed family settles into their new home nestled deep in the Spanish countryside. As Ofelia's bed-ridden mother lies immobilized in anticipation of her forthcoming child and her high-ranking stepfather remains determined to fulfill the orders of General Francisco Franco to crush a nearby guerilla uprising the young girl soon ventures into an elaborate stone labyrinth presided over by the mythical faun Pan (Doug Jones). Convinced by Pan that she is the lost princess of legend and that in order to return to her underground home she must complete a trio of life-threatening tasks Ofelia sets out to reclaim her kingdom and return to her grieving father as Vidal's housekeeper Mercedes (Maribel Verdú) and doctor (Alex Angulo) plot secretly on the surface to keep the revolution alive., Ariadna Gil | Ivana Baquero | Sergi López | Doug Jones | Alex Angulo | Manolo Solo | Cesar Vea | Roger Casamajor | Gonzalo Martin Uriarte | Eusebio Lazaro | Juanjo Cucalon | Lina Mira | Mario Zorilla | Sebastian Haro | Mila Espiga | Pepa Pedroche | María Jesús Gatoo | Ana Saez | Chani Martin | Milo Taboada | Fernando Albizu | Pedro G. Marzo | Jose Luis Torrijos | Inigo Garces | Fernando Tielve | Federico Luppi | Chicho Campillo | Shirley Cheechoo, Blancanieves | The Devil's Backbone | Mama | The Lives of Others | MirrorMask | The Fall
https://www.allmovie.com/movie/the-grudge-2-v325767, The Grudge 2, Horror, Supernatural Horror, Oct 13 2006, 102, USA, PG13, 4,  Adult Situations Not For Children Sexual Situations Violence, Takashi Shimizu, Columbia Pictures Ghost House Pictures, Columbia Pictures Sam Raimi Sony Pictures Entertainment United International Pictures, Blood and Gore | Fantastic Reality, Ghosts | Members of the Press | Mental Illness | Out For Revenge, curse fire, , Japanese horror specialist Takashi Shimizu returns to the mythology that terrified audiences the world over with this terror-inducing sequel to the hit 2004 frightener. When a cursed Tokyo home is burned to the ground the baneful spirit once confined within its walls is suddenly unleased to terrorize anyone and everyone who crosses its dark path. Original producers Sam Raimi Rob Tapert and Taka Ichise return to help Shimizu realize his hair-raising vision with this tale that finds Karen's (Sarah Michelle Gellar) sister Aubrey (Amber Tamblyn) teaming with spellbound journalist Eason (Edison Chen) to investigate the spectral mystery. Meanwhile the ghostly grip of Toshio (Oga Tanaka) and Kayako (Takako Fuji) tightens on a Chicago housewife (Jennifer Beals) halfway across the globe., Amber Tamblyn | Arielle Kebbel | Jennifer Beals | Edison Chen | Sarah Roemer | Sarah Michelle Gellar | Takako Fuji | Matthew Knight | Misako Uno | Teresa Palmer | Yuya Ozeki | Christopher Cousins | Zen Kajihara | Takashi Matsuyama | Joanna Cassidy | Eve Gordon | Jenna Dewan | Ryo Ishibashi | Shaun Sipos | Kim Miyori | Sotaro Nagasawa | Kyoka Takizawa | Paul Jarrett | Gwenda Lorenzetti | Satoshi Ninomiya | Mitsuo Togioka | Masanobu Yada | Nahana | Isao Yatsu | Akira Sato | Tomomi Hiraiwa | Yoko Chosokabe | Kayoko Toda | Shuri Matsuda | Yuzo Mikawa, The Grudge | Ju-on 2 | The Grudge 3 | The Ring | The Ring Two | Ju-Rei: The Uncanny
https://www.allmovie.com/movie/road-house-2-v348513, Road House 2, Action, Action Thriller, , 86, USA, R, 4,  Drug Content Nudity Profanity Sexual Situations Violence, Scott Ziehl, , , Tough Guys, Lone Wolves | One Against the Mob | Vigilantes | Out For Revenge, bar [pub] DEA (Drug Enforcement Agency) gangster mob-boss one-against-odds power-struggle, , A group of malicious drug runners are attempting to take over the Black Pelican roadhouse and it's up to the owner's nephew to beat down the bad guys and keep the club in the family in director Scott Ziehl's sequel to the 1989 Patrick Swayze cult classic. When undercover DEA agent Shane (Johnathon Schaech) learns that his uncle Nate has been brutally assaulted by thugs in a violent attempt to muscle away ownership of the battered bar owner's lucrative watering hole he hastily comes to his uncle's rescue while attempting to locate the powerful drug lord who authorized the attack. Now as an endless barrage of drug runners descends upon the Black Pelican with every intention of using brute force to claim the place as their own it's up to Shane to take on the toughest fighters in the underworld save his uncle's bar the only way that he knows how., Johnathon Schaech | Jake Busey | Will Patton, Radical Jack | Black Dog | Stone Cold | Harley Davidson and the Marlboro Man | Every Which Way But Loose | Road House
https://www.allmovie.com/movie/brother-bear-2-the-moose-are-on-the-loose-v350491, Brother Bear 2: The Moose Are on the Loose, Children's/Family, Animal Picture Family-Oriented Adventure, , 73, USA, G, 4,  Suitable for Children, Benjamin Gluck, Walt Disney Pictures, Buena Vista Home Entertainment, , Priceless Artifacts and Prized Objects, , , An old friendship is renewed and new bonds are forged as Kenai and Nita set out on the adventure of a lifetime in this animated direct-to-video sequel to the 2003 Disney hit Brother Bear. When Kenai emerges from his first hibernation with a hearty appetite and a craving for the best spring berries around he takes his younger brother Koda to Crowberry Ridge for a delicious feast. As Rutt and Tuke scour the landside looking for some female companionship Kenai is surprised to find his childhood friend Nita venturing into the wilderness with a pressing problem that only Kenai can solve. It appears as if the amulet given to Nita by Kenai has much greater power than either of them had previously thought and in order to marry the old friends must travel back to Hokani Falls to burn the amulet together. Now as the pair travel over icy mountain ranges and down raging rivers the plan set into motion by the Great Spirits for Nita and Kenai slowly begins to come into focus., Patrick Dempsey | Mandy Moore | Wanda Sykes | Jeremy Suarez | Rick Moranis | Dave Thomas | Andrea Martin | Catherine O'Hara | Wendie Malick | Kathy Najimy | Michael Clarke Duncan, Toy Story | Moana | Toy Story 3 | Beauty and the Beast | The Empire Strikes Back | The Black Stallion
https://www.allmovie.com/movie/final-destination-3-v323688, Final Destination 3, Horror, Teen Movie Slasher Film, Feb 10 2006, 92, USA, R, 4,  Adult Humor Adult Situations Gore Graphic Violence Nudity Profanity Sexual Situations, James Wong, Hard Eight Pictures Matinee Pictures New Line Cinema Practical Pictures, New Line Cinema, Blood and Gore, Psychic Abilities | Race Against Time, accident camera death fair [carnival] high-school clairvoyance vision [mystical] amusement-park rollercoasters, , Death once again shows he's determined to get what he wants in this teen-centric thriller. Wendy (Mary Elizabeth Winstead) is a high school student hanging out with her friends at an amusement park one night when they decide to ride on the roller coaster. Wendy however has a premonition that something horrible will happen and finds a way to save herself shortly before the ride goes off the rails killing most of its passengers including her boyfriend Jason (Jesse Moss) and best friend Carrie (Gina Holden). However while Wendy may have survived the night at the park she soon discovers that a malevolent spirit is following her and her classmates as they begin dying in strange and horrible ways. Wendy learns that a series of snapshots taken that evening give clues to the mayhem that followed her pals and she teams up with Kevin (Ryan Merriman) Carrie's sweetheart to try to warn the potential victims about the fates soon to befall them. Final Destination 3 was directed and co-scripted by James Wong who also helmed the first two films in the franchise., Mary Elizabeth Winstead | Ryan Merriman | Kris Lemche | Texas Battle | Alexz Johnson | Jesse Moss | Gina Holden | Sam Easton | Crystal Lowe | Chelan Simmons | Amanda Crew | Maggie Ma | Ecstasia Sanders, Scream | I Know What You Did Last Summer | House on Haunted Hill | The Faculty | Long Time Dead | The Final Destination
https://www.allmovie.com/movie/the-texas-chainsaw-massacre-the-beginning-v331727, The Texas Chainsaw Massacre: The Beginning, Horror, Sadistic Horror Slasher Film, Oct 6 2006, 90, USA, R, 4,  Gore Profanity Sexual Situations, Jonathan Liebesman, Henkel Hooper Michael Bay Next Entertainment Platinum Dunes Vortex, New Line Cinema, Blood and Gore, Cannibals | Serial Killers, chainsaw family maniac teenagers, , Bear witness to the birth of the most horrifying legend in the history of cinema as director Jonathan Liebesman explores the nightmarish origins of the psychotic Hewitt family in this sequel to director Marcus Nispel's 2003 hit The Texas Chainsaw Massacre. The year is 1969 and despite the fact that the Vietnam War is raging halfway across the globe all is ominously quiet on the back roads of America. Eighteen-year-old Dean Hill (Taylor Handley) has just received his draft notice and his older brother Eric (Matthew Bomer) is determined to watch out for his younger sibling by ensuring that Dean enroll in the Marine Corps rather than risking his luck at the local induction center. Dean has other plans though and as soon as the pair and their girlfriends Bailey (Diora Baird) and Chrissie (Jordana Brewster) return from their final fling in sunny Texas he plans to confront his brother with the prospect of dodging the draft. When an unsettling encounter with malevolent bikers Holden (Lee Tergesen) and Alex (Cyia Batten) results in a serious car accident in which Chrissie is thrown from the vehicle the arrival of Sheriff Hoyt (R. Lee Ermey) at first appears to be a moment of divine intervention. However when Sheriff Hoyt murders thieving Alex in cold blood and then shepherds her friends into the back of his police cruiser as Chrissie watches from the brush their momentary reprieve soon gives way to an unimaginable terror. As Hoyt transports her ailing friends to the Hewitt home where a childlike man named Thomas is currently undergoing the transformation into cannibalistic madman Leatherface (Andrew Bryniarski) a desperate Chrissie attempts to enlist the aid of Holden in rescuing her friends from a fate worse than death., Jordana Brewster | Taylor Handley | Diora Baird | R. Lee Ermey | Andrew Bryniarski | Lee Tergesen | Kathy Lamkin | Marietta Marich | Tim de Zarn | Allison Marich | Lew Temple | Cyia Batten, The Texas Chainsaw Massacre | The Texas Chainsaw Massacre | The Hills Have Eyes | The Hills Have Eyes | Last House on the Left | The Last House on the Left
https://www.allmovie.com/movie/10th-wolf-v315358, 10th & Wolf, Crime, Crime Thriller Gangster Film, Aug 18 2006, 108, USA, R, 4,  Drug Content Graphic Violence Nudity Profanity Sexual Situations, Robert Moresco, Fabrication Films Jeffrey W. Tott Suzanne De Laurentiis, THINKFilm, Tough Guys, Haunted By the Past | Sibling Relationships, organized-crime brother criminal homecoming FBI (Federal Bureau of Investigation) Marines, , A man is forced to go against his family and his principles in the name of serving his country in this drama inspired by actual events. Tommy Santoro (James Marsden) was just a boy when his father was murdered and young Tommy quickly discovered his dad was a high-ranking member of the Philadelphia Mafia. Tommy grew up determined to stay on the right side of the law but his brother Vincent (Brad Renfro) and cousin Joey (Giovanni Ribisi) had other ideas and ended up joining "the family business." Tommy enlisted in the Army and served in Operation Desert Storm but when he impulsively stole a jeep he was arrested by the military police. However Tommy finds he's not questioned by MP's but by Horvath (Brian Dennehy) an FBI agent who knows all about his past and family history. Horvath has learned that Sicilian mobsters have been taking over the Philly rackets and persuades Tommy to join up with Vincent and Joey in order to infiltrate the Mafia and serve as an informant to the FBI. Tommy grudgingly agrees but he's uneasy about betraying his family and following the path that killed his father -- especially when he discovers his actions have put Vincent and Joey in grave danger. Also starring Dennis Hopper Piper Perabo and Lesley Ann Warren 10th & Wolf was the directorial debut for Bobby Moresco who won an Academy Award for his screenplay for Crash., James Marsden | Giovanni Ribisi | Brad Renfro | Piper Perabo | Lesley Ann Warren | Dennis Hopper | Dash Mihok | Tommy Lee | Brian Dennehy | Val Kilmer, Little Odessa | State of Grace | The Pope of Greenwich Village | Southie | Sexy Beast | Clockers
https://www.allmovie.com/movie/color-of-the-cross-v356672, Color of the Cross, Drama, Hagiography, Oct 27 2006, 88, USA, PG13, 4,  Violence, Jean-Claude LaMarre, BlackChristianMovies.com Nu-Lite Entertainment, 20th Century Fox Rocky Mountain Pictures, Food for Thought, Miraculous Events | Race Relations, Black [race] Christianity controversial crucifix crucifixion Messiah persecution, , Actor/director/screenwriter Jean-Claude La Marre offers a controversial new vision of religious history with this interpretation of the Bible that presents Jesus Christ as a black man and suggests that the crucifixion may in fact have been racially motivated. By exploring the last 48 hours in the life of Christ (La Marre) the director/screenwriter places the relationship shared between the Biblical Messiah and his disciples the mindset of the Romans who occupied Judea Joseph's relationship with his family and the manner in which Mary and Joseph's family was affected by Jesus' persecution under the microscope to challenge conventional beliefs and encourage audiences to question the manner in which the story of Jesus has been interpreted by modern organized religion. Beginning with the preparations of the Last Supper and ending with the Crucifixion that would set into motion one of the most spectacular stories ever told Color of the Cross aims to tell a timeless and familiar tale from a fresh and thought-provoking new perspective., Jean-Claude LaMarre | Debbi Morgan | David Gianopoulos | Elya Baskin | Jacinto Taras Riddick | Akiva David | Johann John Jean | Marjan Faritous | Jean-Pierre Parent | Adam Green | Michael Govia | Shervin Daratzan | Melvin Weiss | Marc Winn, The Last Temptation of Christ | Jesus Christ Superstar | Color of the Cross 2: Resurrection | Roots | Gentleman's Agreement | West Side Story
https://www.allmovie.com/movie/black-dahlia-v358126, Black Dahlia, Thriller, Police Detective Film Psychological Thriller, , 81, USA, , 4, , Ulli Lommel, The Shadow Factory, Lionsgate, , Murder Investigations | Rookie Cops | Serial Killers, copy-cat investigation murder mutilation psychopath rampage serial-killer, , The Polish-born character actor-cum-slasher film director Ulli Lommel helms the 2006 direct-to-video horror picture The Black Dahlia not to be confused with Brian De Palma's A-budget feature The Black Dahlia from the same year. Whereas the De Palma film dramatizes the infamous 1947 murder of Elizabeth Short and the investigation that ensued Lommel's picture instead concerns a series of contemporary L.A.-area homicides patterned after the 1947 slaying. It stars Elissa Dowling Sutton Christopher and Christian Behm and tells of a "copycat" serial killer who reads of the 1947 murder and goes on a rampage in modern-day Los Angeles producing a series of partially mutilated female bodies in dumpsters in emulation of Elizabeth Short's murderer. A rookie cop and his partner happen upon several of the corpses and must track down the psychopath in order to end his menace forever., Jack Quinn, Nightwatch | True Confessions | Experiment in Terror | The Narrow Margin | Psycho | The Lost Angel
https://www.allmovie.com/movie/silent-hill-v293457, Silent Hill, Horror, Gothic Film Supernatural Horror, Apr 21 2006, 125, Canada France, R, 4,  Adult Situations Gore Profanity Violence, Christophe Gans, Davis Films Konami Corporation Samuel Hadida Silent Hill DCP TriStar Pictures, Focus Features Pathé Distribution Sony Pictures Entertainment, Blood and Gore, Mothers and Daughters | Missing Persons | Battling Illness, mother daughter missing-person search child fog supernatural town, , A mother and daughter flee to a strange abandoned town to seek out answers to the daughter's nightly psychological turmoil in Brotherhood of the Wolf director Christophe Gans' adaptation of the popular survival horror video game. Sharon (Jodelle Ferland) is a very sick child yet rather than seeing her child suffer the cruel indignities of the medical profession Rose (Radha Mitchell) ignores her husband's (Sean Bean) pleas and absconds with her ailing daughter to the fog-enshrouded town of Silent Hill. A town drenched in darkness and inhabited by a strange collection of menacing specters Silent Hill seemingly swallows young Sharon whole upon arrival. Determined to get her daughter back at any cost Rose sets out to explore the mysterious Silent Hill only to discover an evil so powerful that it possesses the ability to transform anything it wishes. With the deeply disturbing history of the town slowly coming into focus through the dense fog Rose soon realizes that both she and her daughter may be little more than simple pawns in a much larger and seemingly supernatural game., Radha Mitchell | Sean Bean | Laurie Holden | Deborah Kara Unger | Kim Coates | Tanya Allen | Alice Krige | Jodelle Ferland | Colleen Williams | Ron Gabriel | Eve Crawford | Amanda Hiebert | Nicky Guadagni | Maxine Dumont | Christopher Britton | Stephen R. Hart | Simon Richards | Elizabeth Harpur | Janet Land | Hannah Fleming | Roberto Campanella | Lorry Ayers | Noelle Boggio | Rachel Crowther | Chantelle Leonardo | Onika Ndukwe | Katherine Olsen, Silent Hill: Revelation | The Tall Man | An American Haunting | Max Payne | The Dark | The Ring
https://www.allmovie.com/movie/the-shaggy-dog-v313244, The Shaggy Dog, Children's/Family, Animal Picture Family-Oriented Comedy Fantasy Comedy, Mar 10 2006, 98, USA, PG, 4,  Scatological Humor Slapstick Violence, Brian Robbins, Boxing Cat Productions Mandeville Films, Buena Vista, Just for Fun, Fathers and Daughters | Talented Animals, family-responsibilities father lawyer serum work [occupation], , An unexpected transformation helps a workaholic attorney learn that there's more to life than the courtroom in this remake of the 1959 Disney canine classic of the same name. Deputy District Attorney Dave Douglas (Tim Allen) takes his job in the halls of justice very seriously -- so seriously in fact that his wife and family see considerably less of their frequently-absent husband and father than they would prefer. When a case involving an animal laboratory finds the distracted dad once again taking an extended leave of absence from his frustrated family Douglas' luck takes a turn for the worst after he is inadvertently infected by a top-secret genetic-mutation serum that transforms the two-legged lawyer into a four-legged sheepdog. Though his current situation has its drawbacks to be sure the fly-on-the-wall perspective afforded to Douglas in his newfound state alerts the well-intending father and husband that all is not well on the home front. Moved by the unfulfilled needs of his neglected family and determined to become a better father if he can only shed his winter coat Douglas' unique new vantage point could offer just the motivation needed to bring the nefarious forces behind the serum to justice and win back his wife and kids once and for all., Tim Allen | Robert Downey Jr. | Kristin Davis | Danny Glover | Spencer Breslin | Zena Grey | Philip Baker Hall | Shawn Pyfrom | Craig Kilborn | Joshua Leonard | Jane Curtin, That Darn Cat | Ping! | Honey I Shrunk the Kids | Underdog | Turner and Hooch | The Shaggy Dog
https://www.allmovie.com/movie/firewall-v315708, Firewall, Thriller, Action Thriller Crime Thriller, Feb 10 2006, 105, USA, PG13, 4,  Adult Language Adult Situations Violence, Richard Loncraine, Beacon Pictures Jon Shestack Thunder Road Village Roadshow Pictures Warner Bros. Pictures, Warner Brothers, Nail-biters, Bank Robbery | Kidnapping | Blackmail | Hostage Situations, bank family hostage security technology, , A businessman becomes the last line of defense for his family and his business in this thriller. Jack Stanfield (Harrison Ford) is an upper-echelon technology executive at Landrock Pacific Bank a leading financial institution based in Seattle. Stanfield oversees security for Landrock and has made sure that their online banking services are the best-protected in the world and that the bank's data is safe from hackers and other intruders. However Stanfield finds out the hard way that his system does indeed have a flaw when he's visited by Bill Cox (Paul Bettany) a cold and calculating man who has spent months learning everything there is know about Stanfield and his family. Cox's underlings have taken Stanfield's wife Beth (Virginia Madsen) and their two children hostage and they inform Jack that they will be released only when he uses his knowledge of the bank's security systems to deposit 100 million dollars in Cox's account in an offshore bank. Stanfield is deeply wary but willing to go along to ensure the safety of his family but when he has reason to doubt that Cox and his cohorts will live up to their end of the bargain he swings into action to exact justice against the criminals. Firewall also stars Alan Arkin Robert Forster and Mary Lynn Rajskub., Harrison Ford | Paul Bettany | Virginia Madsen | Mary Lynn Rajskub | Robert Patrick | Robert Forster | Alan Arkin | Carly Schroeder | Jimmy Bennett | Gail Ann Lewis | Matthew Currie Holmes | Candus Churchill | David Lewis | Zahf Paroo | Pat Jenkinson | Eric Keenleyside | Ona Grauer | Kett Turton | Nikolaj Coster-Waldau | Vince Vieluf | Vincent Gale | Beverly Breuer | Jennifer Kitchen | Kevin Mundy | Finn Michael | Richard Hendery | Ken Tremblett | Rebecca Robbins | Andrew McNee | Elizabeth Thai | Brenda Crichlow | Ty Olsson, The Net | AntiTrust | The Sentinel | Twilight Man | Taken | The Firm
https://www.allmovie.com/movie/underworld-evolution-v316831, Underworld: Evolution, Action Horror, Gothic Film Action Thriller, Jan 20 2006, 106, USA, R, 4,  Gore Nudity Profanity Sexual Situations Violence, Len Wiseman, Lakeshore Entertainment Screen Gems, Screen Gems Sony Pictures Entertainment, Adrenaline Rush, Vampires | Werewolves | Feuds | Forbidden Love, battle [war] evolution hybrid immortality medieval vampire werewolf, , Tribes of vampires and werewolves battle for supremacy among the undead in this follow-up to the horror hit Underworld. Tracing the bloody history of the ongoing war between the Death Dealers a gang of upper-crust vampires and the Lycans a pack of scruffy werewolves Underworld: Evolution finds beautiful Death Dealer Selene (Kate Beckinsale) and hunky Lycan Michael (Scott Speedman) exploring their own pasts as well as those of their comrades in hope of uncovering the secrets of this centuries-old conflict. As Selene and Michael deal with their bloody legacy as well as their forbidden romance the violence between the Death Dealers and the Lycans escalates in what may be the final face-off between them. Directed by Len Wiseman who also helmed the first film Underworld: Evolution also stars Shane Brolly Bill Nighy Tony Curran and Derek Jacobi., Kate Beckinsale | Scott Speedman | Tony Curran | Derek Jacobi | Bill Nighy | Steven Mackintosh | Shane Brolly | Brian Steele | John Mann | Michael Sheen | Sophia Myles, Ultraviolet | Blade II | Bram Stoker's Dracula | Van Helsing | Max Payne | Wolfhound
https://www.allmovie.com/movie/rv-v323790, RV, Comedy, Road Movie Family-Oriented Comedy, Apr 28 2006, 98, USA, PG, 4,  Adult Humor Adult Language Adult Situations Scatological Humor, Barry Sonnenfeld, Columbia Pictures IMF Intermedia Red Wagon Relativity Media, Columbia Pictures Sony Pictures Entertainment, Just for Fun, Nothing Goes Right | Parenthood | Family Vacations | Office Politics, business-trip corporate-ladder vacation work [occupation] workaholic RV (Recreational Vehicle), , A white-collar workaholic deceptively persuades his family to forgo their much-anticipated Hawaiian vacation for a cross-country road trip in a fully loaded RV during which they discover the true meaning of family bonding in Men in Black director Barry Sonnenfeld's family-friendly road comedy starring Robin Williams Jeff Daniels and Cheryl Hines. Bob Munro (Williams) is overworked and overstressed and though his proposal to hit the road with his wife and two children at first sounds like a heartfelt bid to get better acquainted with his increasingly dysfunctional family it soon becomes obvious that he had more career-oriented goals in mind when planning the trip. The Munros have always managed to get by in the past though and as they slowly become immersed in RV culture with a little help from a full-time troupe of Winnebago warriors they might just make it to the Rocky Mountains without driving each other totally insane., Robin Williams | Jeff Daniels | Cheryl Hines | Kristin Chenoweth | Joanna 'Jojo' Levesque | Josh Hutcherson | Will Arnett | Hunter Parrish | Brendan Fletcher | Rob La Belle | Brian Markinson | Chloe Sonnenfeld | Alexis Ferris | Tony Hale | Brian Howe | Erika-Shaye Gair | Veronika Sztopa | Kirsten Williamson | Matthew Gray Gubler | Stephen E. Miller | Malcolm Scott | Deborah Demille | Chad Krowchuk | Ty Olsson | Bruce McFee | Rebecca Erwin Spencer | Giacomo Baessato | Justin Chartier | Andrew Botz | Barry Sonnenfeld, Are We There Yet? | Summer Rental | National Lampoon's European Vacation | Johnson Family Vacation | The Great Outdoors | Funny Farm
https://www.allmovie.com/movie/material-girls-v325004, Material Girls, Comedy, Teen Movie, Aug 18 2006, 98, USA, PG, 4,  Adult Humor Adult Language Suitable for Teens, Martha Coolidge, Concept Entertainment Maverick Films Milton Kim Productions Patriot Pictures Rafter H Entertainment, MGM, Just for Fun, Riches To Rags | Sibling Relationships | Social Climbing | When the Parents Are Away, heir scandal inheritance cosmetics big-business, , Stripped of their wealth and forced to fend for themselves when the multi-million-dollar cosmetics company inherited from their father suffers due to controversy two sisters who have never known the simple life must finally find out how the other half lives in a high-fashion comedy about hard times starring Hilary and Haylie Duff. Ava (Haylie) and Tanza (Hilary) are teen heiresses whose charmed lives consist of little more than showing up at all the hottest celebrity parties and putting in the occasional cameo at their company's board meetings while letting the responsible adults in charge handle all of the complicated details. All of that changes however when an unforeseen scandal robs the privileged "celebutantes" of their car their cash and even their lavish home; but what's a poor little rich girl to do when everything she's ever known is suddenly made null and void? In the case of Ava and Tanza the only answer is to use their substantial setback as a means of realizing their true potential and put the wisdom imparted to them by their father to use in clearing the family name and proving that there's much more to life than the almighty dollar., Hilary Duff | Haylie Duff | Anjelica Huston | Lukas Haas | Maria Conchita Alonso | Brent Spiner | Marcus Coloma | Obba Babatunde | Reagan Dale Neis | Colleen Camp | Judy Tenuta | Henry Cho | Carl Lewis | Terri Seymour, Mean Girls | Clueless | Maid to Order | Troop Beverly Hills | Hairspray | Lord Love a Duck
https://www.allmovie.com/movie/lets-go-to-prison%21-v325003, Let's Go to Prison!, Comedy, Odd Couple Film Prison Film, Nov 17 2006, 89, USA, R, 4,  Drug Content Profanity Sexual Situations Violence, Bob Odenkirk, Carsey-Werner Company Strike Entertainment, Universal Pictures, Just for Fun, Prison Life | Criminal's Revenge | Riches To Rags, inmate maximum-security, , Bob Odenkirk's jail comedy Let's Go to Prison! stars Will Arnett as Nelson Biederman IV the son of a judge who ends up being sentenced to serve time in Rossmore State Penitentiary. During one of his rare stints out of incarceration career criminal John Lyshitski (Dax Shepard) learns of the conviction. John holds a grudge against Nelson's father and decides to get his revenge by going back to jail and making Nelson's stay there as horrible as possible. Chi McBride co-stars as a fellow inmate., Dax Shepard | Will Arnett | Chi McBride | David Koechner | Dylan Baker | Michael Shannon, Stir Crazy | Ernest Goes to Jail | Back By Midnight | Club Fed | My Cousin Vinny | The New Guy
https://www.allmovie.com/movie/the-ex-v328935, The Ex, Comedy, Workplace Comedy Domestic Comedy, Dec 29 2006, 84, USA, PG13, 4,  Drug Content Profanity Sexual Situations, Jesse Peretz, 2929 Productions This is That Productions Weinstein Co., MGM Weinstein Co., Just for Fun, Love Triangles | Nothing Goes Right | Parenthood, rival advertising-agency father-in-law jealousy wheelchair underachiever baby slacker, , Acclaimed music-video director Jesse Peretz made his third feature with this comedy starring Zach Braff and Jason Bateman. Tom (Braff) is an aspiring chef whose wife Sofia (Amanda Peet) has just quit her high-paying job to stay home with their new baby. When it becomes abundantly clear that they can no longer maintain their New York City lifestyle the family picks up and moves to Sofia's hometown in Ohio where Tom is hired to work at her father's ad agency. It is there that Tom meets Chip (Bateman) the agency's wheelchair-bound golden boy who also happened to have a one-night stand with Sofia while the two were cheerleaders in high school. Suddenly Tom finds himself sabotaged by Chip at every step as the nefarious paraplegic schemes to steal Sofia from him and destroy any chance he might have of success at the agency. Released briefly in 2006 under the title Fast Track the film was retitled The Ex before receiving a wide release in the Spring of 2007., Zach Braff | Amanda Peet | Jason Bateman | Charles Grodin | Mia Farrow | Lucien Maisel | Amy Poehler | Paul Rudd | Fred Armisen | Donal Logue | Amy Adams, You Me and Dupree | My Boss's Daughter | Duplex | Hope Springs | What About Bob? | The Babymakers
https://www.allmovie.com/movie/failure-to-launch-v329645, Failure to Launch, Comedy, Romantic Comedy, Mar 10 2006, 96, USA, PG13, 4,  Adult Humor Adult Situations Brief Nudity Profanity Sexual Situations, Tom Dey, Paramount Pictures, Paramount Pictures, Pick-Me-Ups, Opposites Attract | Battle of the Sexes | Men's Friendship | Single Life | Thirtysomething Life | Mothers and Sons, romance self-sufficiency woman parent/child-relationship commitment [personal] family intervention moving, , A overgrown mama's boy who hasn't found the courage to take flight from the nest gets a little help from the girl of his dreams in the one comedy that proves it's never to late to strike out on your own. Tripp (Matthew McConaughey) may have hit 30 but that doesn't mean that he's ready to give up the many benefits of living at home with mom (Kathy Bates) and dad (Terry Bradshaw). His desperate parents have had enough though and after years of gentle nudging they soon realize that it's going to take a concerted effort to get Tripp out and enjoy their twilight years in peace. Realizing that their only hope for ridding themselves of their reluctant-to-leave offspring rides on the off-chance of his meeting the ideal female companion mom and dad enlist the help of a beautiful and talented woman (Sarah Jessica Parker) in providing the romantic incentive needed to finally get their son out of the family home., Matthew McConaughey | Sarah Jessica Parker | Zooey Deschanel | Justin Bartha | Bradley Cooper | Terry Bradshaw | Kathy Bates | Rob Corddry | Patton Oswalt | Katheryn Winnick, How to Lose a Guy in 10 Days | Hitch | Exit Strategy | Down With Love | You Me and Dupree | The Proposal
